"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"5123","5123 Customs and import duties","NES","Total","1999","1999",6157.7,,
"5123","5123 Customs and import duties","NES","Total","2000","2000",7713.797,,
"5123","5123 Customs and import duties","NES","Total","2001","2001",8628.604,,
"5123","5123 Customs and import duties","NES","Total","2002","2002",9191.203,,
"5123","5123 Customs and import duties","NES","Total","2003","2003",8270.115,,
"5123","5123 Customs and import duties","NES","Total","2004","2004",11244.451,,
"5123","5123 Customs and import duties","NES","Total","2005","2005",13294.149,,
"5123","5123 Customs and import duties","NES","Total","2006","2006",22513.712,,
"5123","5123 Customs and import duties","NES","Total","2007","2007",25422.526,,
"5123","5123 Customs and import duties","NES","Total","2008","2008",24216.01,,
"5123","5123 Customs and import duties","NES","Total","2009","2009",19134.244,,
"5123","5123 Customs and import duties","NES","Total","2010","2010",25196.27,,
"5123","5123 Customs and import duties","NES","Total","2011","2011",30929.962,,
"5123","5123 Customs and import duties","NES","Total","2012","2012",37470.384,,
"5123","5123 Customs and import duties","NES","Total","2013","2013",42794.281,,
"5123","5123 Customs and import duties","NES","Total","2014","2014",41857.085,,
"5123","5123 Customs and import duties","NES","Total","2015","2015",43964.554,,
"5123","5123 Customs and import duties","NES","Total","2016","2016",47437.812,,
"5123","5123 Customs and import duties","NES","Total","2017","2017",47366.85,,
"5123","5123 Customs and import duties","NES","Total","2018","2018",53936.094,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2003","2003",2552.4,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2004","2004",2712.6,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2005","2005",3328.4,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2006","2006",3931.148,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2007","2007",4192.031,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2008","2008",4353.749,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2009","2009",4424.251,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2010","2010",5322.05,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2011","2011",6073.405,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2012","2012",6740.675,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2013","2013",7360.845,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2014","2014",7583.122,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2015","2015",7857.959,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2016","2016",8731.5,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2017","2017",10449.844,,
"5210","5210 Recurrent taxes on use of goods and perform activities","NES","Total","2018","2018",11415.403,,
"4320","4320 Gift taxes","NES","Total","1990","1990",7.33,,
"4320","4320 Gift taxes","NES","Total","1991","1991",4.508,,
"4320","4320 Gift taxes","NES","Total","1992","1992",10.829,,
"4320","4320 Gift taxes","NES","Total","1993","1993",30.968,,
"4320","4320 Gift taxes","NES","Total","1994","1994",103.956,,
"4320","4320 Gift taxes","NES","Total","1995","1995",57.382,,
"4320","4320 Gift taxes","NES","Total","1996","1996",65.997,,
"4320","4320 Gift taxes","NES","Total","1997","1997",16.688,,
"4320","4320 Gift taxes","NES","Total","1998","1998",12.689,,
"4320","4320 Gift taxes","NES","Total","1999","1999",15,,
"4320","4320 Gift taxes","NES","Total","2000","2000",19.248,,
"4320","4320 Gift taxes","NES","Total","2001","2001",26.091,,
"4320","4320 Gift taxes","NES","Total","2002","2002",23.608,,
"4320","4320 Gift taxes","NES","Total","2003","2003",17.971,,
"4320","4320 Gift taxes","NES","Total","2004","2004",25.213,,
"4320","4320 Gift taxes","NES","Total","2005","2005",27.736,,
"4320","4320 Gift taxes","NES","Total","2006","2006",37.456,,
"4320","4320 Gift taxes","NES","Total","2007","2007",34.318,,
"4320","4320 Gift taxes","NES","Total","2008","2008",110.619,,
"4320","4320 Gift taxes","NES","Total","2009","2009",72.95,,
"4320","4320 Gift taxes","NES","Total","2010","2010",61.097,,
"4320","4320 Gift taxes","NES","Total","2011","2011",52.635,,
"4320","4320 Gift taxes","NES","Total","2012","2012",66.716,,
"4320","4320 Gift taxes","NES","Total","2013","2013",103.408,,
"4320","4320 Gift taxes","NES","Total","2014","2014",170.162,,
"4320","4320 Gift taxes","NES","Total","2015","2015",147.186,,
"4320","4320 Gift taxes","NES","Total","2016","2016",219.637,,
"4320","4320 Gift taxes","NES","Total","2017","2017",363.82,,
"4320","4320 Gift taxes","NES","Total","2018","2018",845.51,,
"2000","2000 Social security contributions (SSC)","NES","Total","1990","1990",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1991","1991",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1992","1992",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1993","1993",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1994","1994",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1995","1995",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1996","1996",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1997","1997",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1998","1998",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","1999","1999",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","2000","2000",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","2001","2001",0,,
"2000","2000 Social security contributions (SSC)","NES","Total","2002","2002",2918.841,,
"2000","2000 Social security contributions (SSC)","NES","Total","2003","2003",5136.619,,
"2000","2000 Social security contributions (SSC)","NES","Total","2004","2004",5833.331,,
"2000","2000 Social security contributions (SSC)","NES","Total","2005","2005",6476.503,,
"2000","2000 Social security contributions (SSC)","NES","Total","2006","2006",7669.349,,
"2000","2000 Social security contributions (SSC)","NES","Total","2007","2007",8797.197,,
"2000","2000 Social security contributions (SSC)","NES","Total","2008","2008",10004.343,,
"2000","2000 Social security contributions (SSC)","NES","Total","2009","2009",10593.801,,
"2000","2000 Social security contributions (SSC)","NES","Total","2010","2010",10974.633,,
"2000","2000 Social security contributions (SSC)","NES","Total","2011","2011",12265.501,,
"2000","2000 Social security contributions (SSC)","NES","Total","2012","2012",14087.526,,
"2000","2000 Social security contributions (SSC)","NES","Total","2013","2013",14188.058,,
"2000","2000 Social security contributions (SSC)","NES","Total","2014","2014",15599.288,,
"2000","2000 Social security contributions (SSC)","NES","Total","2015","2015",17139.339,,
"2000","2000 Social security contributions (SSC)","NES","Total","2016","2016",17787.365,,
"2000","2000 Social security contributions (SSC)","NES","Total","2017","2017",18652.196,,
"2000","2000 Social security contributions (SSC)","NES","Total","2018","2018",19163.324,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2002","2002",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2003","2003",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2004","2004",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2005","2005",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2006","2006",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2007","2007",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2008","2008",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2009","2009",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2010","2010",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2011","2011",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2012","2012",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2013","2013",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2014","2014",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2015","2015",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2016","2016",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2017","2017",0,,
"4500","4500 Non-recurrent taxes on property","LOCAL","Local government","2018","2018",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1990","1990",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1991","1991",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1992","1992",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1993","1993",0,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1994","1994",708.895,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1995","1995",600.281,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1996","1996",1119.728,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1997","1997",1647.987,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1998","1998",1616.451,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","1999","1999",1893.997,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2000","2000",2006.201,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2001","2001",2449.26,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2002","2002",966.335,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2003","2003",2448.943,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2004","2004",2107.533,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2005","2005",2242.736,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2006","2006",2654.047,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2007","2007",2841.309,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2008","2008",3392.687,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2009","2009",2313.946,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2010","2010",2334.548,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2011","2011",2893.829,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2012","2012",2619.605,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2013","2013",1671.108,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2014","2014",1662.763,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2015","2015",2158.711,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2016","2016",2591.658,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2017","2017",2628.797,,
"NTR_C","Non-tax revenue: Sales of goods and services","NES","Total","2018","2018",2320.696,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1990","1990",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1991","1991",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1992","1992",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1993","1993",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1994","1994",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1995","1995",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1996","1996",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1997","1997",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1998","1998",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","1999","1999",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2000","2000",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2001","2001",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2002","2002",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2003","2003",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2004","2004",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2005","2005",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2006","2006",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2007","2007",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2008","2008",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2009","2009",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2010","2010",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2011","2011",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2012","2012",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2013","2013",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2014","2014",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2015","2015",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2016","2016",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2017","2017",0,,
"5000","5000 Taxes on goods and services","SOCSEC","Social Security Funds","2018","2018",0,,
"NTR_B","Non-tax revenue: Property income","LOCAL","Local government","1990","1990",0,,
